run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,357,596,74.5996,1.2142,75.8138
0,358,597,78.6465,1.6186,80.2651
0,359,598,77.3391,1.9987,79.3378
0,360,599,79.2191,1.3034,80.5225
0,361,600,70.7226,1.435,72.1576
0,362,601,88.015,1.4748,89.4898
0,363,602,82.0339,1.2889,83.3228
0,364,603,83.5464,2.1115,85.6579
0,365,604,80.7578,2.1385,82.8963
0,366,605,76.2183,2.3743,78.5926
0,367,606,78.414,1.4218,79.8358
0,368,607,74.6777,1.2404,75.9181
0,369,608,79.1586,1.2876,80.4462
0,370,609,75.9359,1.3303,77.2662
0,371,610,76.1155,1.3279,77.4434
0,372,611,75.6559,1.2423,76.8982
0,373,612,77.7132,1.6256,79.3388
0,374,613,72.6902,1.7819,74.4721
0,375,614,72.5138,1.4204,73.9342
0,376,615,81.4677,1.4048,82.8725
0,377,616,79.5343,1.9422,81.4765
0,378,617,72.5738,1.2332,73.807
0,379,618,78.8233,1.285,80.1083
0,380,619,80.3682,1.2298,81.598
0,381,620,74.4266,1.4376,75.8642
0,382,621,78.1816,1.226,79.4076
0,383,622,81.3926,1.4648,82.8574
0,384,623,80.0418,2.4806,82.5224
0,385,624,76.0231,1.3895,77.4126
0,386,625,75.3457,1.9951,77.3408
0,387,626,76.9878,1.4664,78.4542
0,388,627,80.9107,2.4338,83.3445
0,389,628,82.2364,1.5055,83.7419
0,390,629,78.6773,1.262,79.9393
0,391,630,73.9988,1.2368,75.2356
0,392,631,87.9725,1.4286,89.4011
0,393,632,85.1807,2.1016,87.2823
0,394,633,76.669,1.593,78.262
0,395,634,78.6057,1.4969,80.1026
0,396,635,82.0437,1.1928,83.2365
0,397,636,83.4865,1.2499,84.7364
0,398,637,74.0636,1.3065,75.3701
0,399,638,72.6931,1.2252,73.9183
0,400,639,83.4993,2.1584,85.6577
0,401,640,79.4555,1.3019,80.7574
0,402,641,75.7607,1.4421,77.2028
0,403,642,85.3512,1.2331,86.5843
0,404,643,78.292,1.2899,79.5819
0,405,644,73.3812,2.1942,75.5754
0,406,645,70.9551,2.1294,73.0845
0,407,646,78.714,1.6292,80.3432
0,408,647,77.7639,2.0531,79.817
0,409,648,78.2706,1.4035,79.6741
0,410,649,76.88,1.2941,78.1741
0,411,650,76.1948,1.2406,77.4354
0,412,651,74.5349,1.3475,75.8824
0,413,652,80.1493,1.4632,81.6125
0,414,653,79.1521,1.4599,80.612
0,415,654,82.7017,1.2014,83.9031
0,416,655,80.6782,1.5414,82.2196
0,417,656,79.9283,1.2367,81.165
0,418,657,75.8529,1.299,77.1519
0,419,658,75.5955,1.4419,77.0374
0,420,659,77.784,1.5403,79.3243
0,421,660,85.1632,1.2758,86.439
0,422,661,74.1743,1.2251,75.3994
0,423,662,73.0545,1.2513,74.3058
0,424,663,71.7605,1.2646,73.0251
0,425,664,74.3479,1.7118,76.0597
0,426,665,77.1796,1.2639,78.4435
0,427,666,74.8636,1.4715,76.3351
0,428,667,79.3387,1.4582,80.7969
0,429,668,83.6403,1.7284,85.3687
0,430,669,72.5565,1.2518,73.8083
0,431,670,76.0394,1.2369,77.2763
0,432,671,83.3447,1.4284,84.7731
0,433,672,76.2902,1.2669,77.5571
0,434,673,77.2497,1.327,78.5767
0,435,674,80.2996,1.4191,81.7187
0,436,675,76.8042,1.1839,77.9881
