"elapsed_s","gpu_util_percent","gpu_mem_used_mib","gpu_mem_total_mib","working_set_gib"
"118.37","84","14153","16376","51.791"
"119.45","74","14153","16376","51.798"
"120.55","91","14153","16376","51.801"
"121.64","61","14153","16376","51.813"
"122.73","58","14153","16376","51.813"
"123.79","95","14153","16376","51.818"
"124.89","64","14153","16376","51.818"
"125.97","82","14153","16376","51.818"
"127.05","59","14153","16376","51.823"
"128.14","52","14153","16376","51.823"
"129.23","86","14153","16376","51.825"
"130.3","85","14153","16376","51.996"
"131.39","58","14153","16376","52.089"
"132.46","54","14153","16376","52.145"
"133.54","61","14153","16376","52.164"
"134.64","52","14153","16376","52.197"
"135.72","76","14153","16376","52.227"
"136.81","57","14153","16376","52.255"
"137.89","57","14153","16376","52.264"
"139","54","14153","16376","52.279"
"140.08","89","14153","16376","52.286"
"141.16","70","14153","16376","52.295"
"142.25","65","14153","16376","52.299"
"143.34","64","14153","16376","52.312"
"144.42","87","14153","16376","52.312"
"145.5","57","14153","16376","52.312"
"146.59","61","14153","16376","52.318"
"147.67","84","14153","16376","52.319"
"148.75","58","14153","16376","52.321"
"149.84","74","14153","16376","52.321"
"150.92","96","14153","16376","52.321"
"152","54","14153","16376","52.321"
"153.09","91","14153","16376","52.323"
"154.16","96","14153","16376","52.324"
"155.25","57","14153","16376","52.324"
"156.33","87","14153","16376","52.324"
"157.42","75","14153","16376","52.324"
"158.51","62","14153","16376","52.324"
"159.59","60","14153","16376","52.324"
"160.67","93","14153","16376","52.324"
"161.75","93","14153","16376","52.326"
"162.84","57","14153","16376","52.328"
"163.91","67","14153","16376","52.329"
"165","59","14153","16376","52.34"
"166.08","60","14153","16376","52.342"
"167.17","68","14153","16376","52.344"
"168.25","96","14153","16376","52.344"
"169.34","77","14153","16376","52.344"
"170.43","55","14153","16376","52.344"
"171.51","97","14153","16376","52.344"
"172.59","54","14153","16376","52.344"
"173.68","57","14153","16376","52.344"
"174.76","63","14153","16376","52.348"
"175.85","81","14153","16376","52.348"
"176.93","56","14153","16376","52.348"
"178.02","75","14153","16376","52.35"
"179.1","87","14153","16376","52.35"
"180.19","56","14153","16376","52.35"
"181.27","91","14153","16376","52.35"
"182.35","95","14153","16376","52.363"
"183.44","90","14153","16376","52.363"
"184.52","57","14153","16376","52.365"
"185.6","96","14153","16376","52.373"
"186.68","86","14153","16376","52.384"
"187.77","53","14153","16376","52.384"
"188.84","54","14153","16376","52.384"
"189.9","93","14153","16376","52.386"
"190.98","59","14153","16376","52.386"
"192.07","86","14153","16376","52.389"
"193.15","93","14153","16376","52.391"
"194.23","68","14153","16376","52.391"
"195.31","54","14153","16376","52.391"
"196.39","86","14153","16376","52.391"
"197.48","59","14153","16376","52.4"
"198.57","55","14153","16376","52.404"
"199.65","99","14153","16376","52.404"
"200.72","98","14153","16376","52.407"
"201.81","96","14153","16376","52.409"
"202.89","58","14153","16376","52.409"
"203.97","72","14153","16376","52.409"
"205.05","86","14153","16376","52.411"
"206.13","48","14153","16376","52.411"
"207.22","81","14153","16376","52.411"
"208.3","100","14153","16376","52.414"
"209.38","70","14153","16376","52.414"
"210.47","56","14153","16376","52.414"
"211.56","32","14153","16376","52.414"
"212.63","83","14153","16376","52.414"
"213.72","100","14153","16376","52.414"
"214.81","63","14153","16376","52.416"
"215.87","96","14153","16376","52.442"
"216.94","76","14153","16376","52.466"
"218.01","62","14153","16376","52.469"
"219.1","83","14153","16376","52.473"
"220.18","87","14153","16376","52.473"
"221.27","62","14153","16376","52.48"
"222.35","58","14153","16376","52.48"
"223.44","98","14153","16376","52.482"
"224.5","65","14153","16376","52.484"
"225.6","83","14153","16376","52.484"
"226.68","63","14153","16376","52.486"
"227.76","98","14153","16376","52.487"
"228.85","77","14153","16376","52.487"
"229.94","62","14153","16376","52.487"
"231.02","72","14153","16376","52.487"
"232.11","90","14153","16376","52.487"
"233.2","67","14153","16376","52.487"
"234.28","93","14153","16376","52.491"
"235.37","96","14153","16376","52.492"
"236.46","57","14153","16376","52.494"
"237.54","59","14153","16376","52.494"
"238.63","28","14153","16376","52.498"
"239.71","93","14153","16376","52.498"
"240.8","55","14153","16376","52.498"
"241.88","71","14153","16376","52.498"
"242.96","92","14153","16376","52.499"
"244.04","83","14153","16376","52.499"
"245.13","94","14153","16376","52.502"
"246.21","61","14153","16376","52.506"
"247.29","94","14153","16376","52.506"
"248.38","76","14153","16376","52.506"
"249.46","55","14153","16376","52.508"
"250.52","90","14153","16376","52.508"
"251.6","80","14153","16376","52.508"
"252.68","74","14153","16376","52.508"
"253.77","67","14153","16376","52.508"
"254.85","94","14153","16376","52.508"
"255.94","75","14153","16376","52.513"
"257.02","80","14153","16376","52.515"
"258.13","65","14153","16376","52.517"
"259.19","100","14153","16376","52.517"
"260.27","67","14153","16376","52.519"
"261.35","69","14153","16376","52.524"
"262.43","95","14153","16376","52.528"
"263.5","63","14153","16376","52.528"
"264.6","91","14153","16376","52.53"
"265.68","94","14153","16376","52.533"
"266.77","80","14153","16376","52.535"
"267.86","100","14153","16376","52.538"
"268.95","53","14153","16376","52.542"
"270.03","94","14153","16376","52.544"
"271.11","87","14153","16376","52.548"
"272.18","73","14153","16376","52.548"
"273.27","53","14153","16376","52.548"
"274.35","54","14153","16376","52.553"
"275.42","90","14153","16376","52.553"
"276.5","87","14153","16376","52.555"
"277.58","65","14153","16376","52.555"
"278.66","90","14153","16376","52.555"
"279.75","99","14153","16376","52.555"
"280.84","62","14153","16376","52.556"
"281.93","55","14153","16376","52.556"
"283","50","14153","16376","52.556"
"284.08","93","14153","16376","52.567"
"285.17","81","14153","16376","52.567"
"286.25","54","14153","16376","52.567"
"287.34","90","14153","16376","52.566"
"288.44","66","14153","16376","52.57"
"289.52","66","14153","16376","52.57"
"290.62","86","14153","16376","52.572"
"291.71","63","14153","16376","52.572"
"292.8","72","14153","16376","52.62"
"293.89","72","14153","16376","52.628"
"294.97","56","14153","16376","52.63"
"296.04","68","14153","16376","52.63"
"297.12","100","14153","16376","52.816"
"298.21","55","14153","16376","53.079"
"299.27","54","14153","16376","53.178"
"300.36","94","14153","16376","53.217"
"301.45","55","14153","16376","53.23"
"302.53","63","14153","16376","53.254"
"303.61","98","14153","16376","53.281"
"304.69","100","14153","16376","53.285"
"305.76","57","14153","16376","53.288"
"306.84","98","14153","16376","53.288"
"307.95","80","14153","16376","53.29"
"309.03","100","14153","16376","53.295"
"310.12","54","14153","16376","53.297"
"311.21","54","14153","16376","53.299"
"312.29","57","14153","16376","53.302"
"313.36","100","14153","16376","53.306"
"314.45","95","14153","16376","53.311"
"315.54","72","14153","16376","53.311"
"316.62","77","14153","16376","53.315"
"317.71","100","14153","16376","53.315"
"318.79","100","14153","16376","53.315"
"319.87","56","14153","16376","53.315"
"320.94","54","14153","16376","53.315"
"322.02","98","14153","16376","53.32"
"323.1","70","14153","16376","53.326"
"324.19","58","14153","16376","53.326"
"325.27","54","14153","16376","53.329"
"326.36","91","14153","16376","53.329"
"327.45","70","14153","16376","53.329"
"328.53","50","14153","16376","53.329"
"329.61","60","14153","16376","53.329"
"330.68","27","14153","16376","53.329"
"331.77","91","14153","16376","53.329"
"332.86","91","14153","16376","53.329"
"333.94","100","14153","16376","53.329"
"335.01","96","14153","16376","53.329"
"336.1","62","14153","16376","53.336"
"337.18","100","14153","16376","53.338"
"338.27","85","14153","16376","53.338"
"339.36","100","14153","16376","53.338"
"340.44","75","14153","16376","53.34"
"341.52","84","14153","16376","53.345"
"342.6","100","14153","16376","53.345"
"343.7","59","14153","16376","53.342"
"344.79","98","14153","16376","53.345"
"345.88","82","14153","16376","53.345"
"346.96","58","14153","16376","53.345"
"348.06","91","14153","16376","53.342"
"349.15","87","14153","16376","53.345"
"350.23","58","14153","16376","53.345"
"351.31","58","14153","16376","53.345"
"352.38","63","14153","16376","53.342"
"353.45","90","14153","16376","53.346"
"354.55","71","14153","16376","53.348"
"355.63","56","14153","16376","53.348"
"356.71","69","14153","16376","53.348"
"357.79","100","14153","16376","53.473"
"358.87","61","14153","16376","53.59"
"359.95","61","14153","16376","53.65"
"361.03","52","14153","16376","53.664"
"362.12","54","14153","16376","53.675"
"363.2","100","14153","16376","53.683"
"364.28","100","14153","16376","53.703"
"365.37","69","14153","16376","53.729"
"366.45","88","14153","16376","53.733"
"367.53","53","14153","16376","53.733"
"368.61","55","14153","16376","53.735"
"369.69","32","14153","16376","53.736"
"370.77","73","14153","16376","53.74"
"371.86","100","14153","16376","53.742"
"372.94","51","14153","16376","53.742"
"374.02","54","14153","16376","53.744"
"375.11","100","14153","16376","53.745"
"376.2","55","14153","16376","53.745"
"377.29","78","14153","16376","53.747"
"378.37","55","14153","16376","53.747"
"379.45","72","14153","16376","53.747"
"380.53","100","14153","16376","53.752"
"381.61","67","14153","16376","53.752"
"382.7","52","14153","16376","53.752"
"383.78","53","14153","16376","53.752"
"384.86","61","14153","16376","53.752"
"385.94","60","14153","16376","53.756"
"387.03","100","14153","16376","53.756"
"388.11","52","14153","16376","53.756"
"389.2","53","14153","16376","53.758"
"390.26","100","14153","16376","53.758"
"391.35","59","14153","16376","53.765"
"392.41","100","14153","16376","53.765"
"393.48","68","14153","16376","53.765"
"394.57","97","14153","16376","53.765"
"395.66","78","14153","16376","53.77"
"396.74","78","14153","16376","53.77"
"397.82","50","14153","16376","53.77"
"398.9","57","14153","16376","53.772"
"399.97","99","14153","16376","53.772"
"401.05","100","14153","16376","53.794"
"402.13","55","14153","16376","53.796"
"403.22","100","14153","16376","53.796"
"404.3","71","14153","16376","53.8"
"405.39","100","14153","16376","53.8"
"406.47","63","14153","16376","53.803"
"407.55","100","14153","16376","53.805"
"408.64","55","14153","16376","53.807"
"409.73","57","14153","16376","53.809"
"410.8","100","14153","16376","53.809"
"411.89","59","14153","16376","53.811"
"412.97","70","14153","16376","53.811"
"414.04","51","14153","16376","53.811"
"415.12","100","14153","16376","53.812"
"416.21","100","14153","16376","53.814"
"417.28","100","14153","16376","53.814"
"418.35","100","14153","16376","53.814"
"419.44","71","14153","16376","53.814"
"420.5","92","14153","16376","53.814"
"421.59","91","14153","16376","53.814"
"422.68","68","14153","16376","53.814"
"423.77","92","14153","16376","53.814"
"424.86","97","14153","16376","53.811"
"425.95","92","14153","16376","53.815"
"427.03","97","14153","16376","53.821"
"428.13","78","14153","16376","53.821"
"429.22","53","14153","16376","53.821"
"430.29","62","14153","16376","53.821"
"431.36","77","14153","16376","53.826"
"432.45","61","14153","16376","53.826"
"433.54","70","14153","16376","53.826"
"434.63","100","14153","16376","53.826"
"435.69","94","14153","16376","53.826"
"436.78","95","14153","16376","53.828"
"437.87","81","14153","16376","53.828"
"438.94","65","14153","16376","53.828"
"440.01","54","14153","16376","53.828"
"441.07","100","14153","16376","53.828"
"442.16","85","14153","16376","53.828"
"443.25","93","14153","16376","53.828"
"444.34","59","14153","16376","53.828"
"445.42","57","14153","16376","53.828"
"446.49","96","14153","16376","53.829"
"447.57","83","14153","16376","53.829"
"448.66","65","14153","16376","53.829"
"449.75","56","14153","16376","53.829"
"450.84","79","14153","16376","53.829"
"451.91","88","14153","16376","53.829"
"452.98","77","14153","16376","53.829"
"454.07","57","14153","16376","53.829"
"455.14","62","14153","16376","53.829"
"456.23","98","14153","16376","53.829"
"457.31","100","14153","16376","53.829"
"458.4","63","14153","16376","53.829"
"459.48","80","14153","16376","53.829"
"460.57","91","14153","16376","53.834"
"461.64","100","14153","16376","53.837"
"462.71","100","14153","16376","53.839"
"463.79","59","14153","16376","53.839"
"464.87","100","14153","16376","53.839"
"465.95","100","14153","16376","53.837"
"467.04","100","14153","16376","53.839"
"468.12","100","14153","16376","53.839"
"469.21","100","14153","16376","53.839"
"470.29","59","14153","16376","53.839"
"471.36","94","14153","16376","53.84"
"472.43","87","14153","16376","53.842"
"473.5","62","14153","16376","53.846"
"474.59","57","14153","16376","53.846"
"475.68","100","14153","16376","53.846"
"476.74","52","14153","16376","53.847"
"477.81","96","14153","16376","53.847"
"478.88","100","14153","16376","53.847"
"479.97","57","14153","16376","53.847"
"481.05","60","14153","16376","53.847"
"482.12","96","14153","16376","53.847"
"483.21","97","14153","16376","53.85"
"484.3","88","14153","16376","53.851"
"485.39","100","14153","16376","53.851"
"486.48","53","14153","16376","53.851"
"487.54","95","14153","16376","53.852"
"488.63","69","14153","16376","53.854"
"489.72","75","14153","16376","53.858"
"490.81","54","14153","16376","53.858"
"491.87","92","14153","16376","53.858"
"492.94","100","14153","16376","53.858"
"494.01","100","14153","16376","53.861"
"495.08","62","14153","16376","53.861"
"496.17","53","14153","16376","53.861"
"497.26","100","14153","16376","53.861"
"498.33","100","14153","16376","53.863"
"499.4","100","14153","16376","53.865"
"500.48","59","14153","16376","53.865"
"501.57","55","14153","16376","53.865"
"502.66","100","14153","16376","53.865"
"503.74","100","14153","16376","53.865"
"504.83","100","14153","16376","53.867"
"505.92","94","14153","16376","53.867"
"507.01","53","14153","16376","53.867"
"508.09","100","14153","16376","53.867"
"509.17","56","14153","16376","53.867"
"510.26","59","14153","16376","53.895"
"511.34","54","14153","16376","54.012"
"512.43","52","14153","16376","54.043"
"513.5","58","14153","16376","54.059"
"514.59","73","14153","16376","54.059"
"515.65","57","14153","16376","54.061"
"516.74","81","14153","16376","54.085"
"517.83","100","14153","16376","54.093"
"518.91","88","14153","16376","54.111"
"520.01","55","14153","16376","54.115"
"521.09","100","14153","16376","54.117"
"522.16","55","14153","16376","54.117"
"523.25","100","14153","16376","54.119"
"524.34","100","14153","16376","54.119"
"525.41","100","14153","16376","54.124"
"526.47","100","14153","16376","54.124"
"527.57","57","14153","16376","54.124"
"528.65","98","14153","16376","54.126"
"529.72","100","14153","16376","54.126"
"530.79","100","14153","16376","54.128"
"531.88","68","14153","16376","54.13"
"532.95","100","14153","16376","54.13"
"534.02","56","14153","16376","54.13"
"535.09","60","14153","16376","54.13"
"536.16","100","14153","16376","54.131"
"537.25","55","14153","16376","54.131"
"538.34","63","14153","16376","54.131"
"539.4","85","14153","16376","54.131"
"540.49","55","14153","16376","54.131"
"541.56","88","14153","16376","54.131"
"542.63","75","14153","16376","54.131"
"543.72","100","14153","16376","54.131"
"544.8","71","14153","16376","54.131"
"545.9","55","14153","16376","54.131"
"546.98","4","14153","16376","54.132"
"548.05","93","14153","16376","54.132"
"549.15","83","14153","16376","54.132"
"550.24","49","14153","16376","54.132"
"551.3","53","14153","16376","54.132"
"552.41","77","14153","16376","54.129"
"553.5","100","14153","16376","54.144"
"554.58","71","14153","16376","54.149"
"555.67","85","14153","16376","54.149"
"556.75","56","14153","16376","54.149"
"557.84","62","14153","16376","54.149"
"558.91","0","14153","16376","54.149"
"559.98","60","14153","16376","54.149"
"561.05","88","14153","16376","54.149"
"562.12","55","14153","16376","54.149"
"563.21","90","14153","16376","54.149"
"564.28","38","14153","16376","54.149"
"565.37","100","14153","16376","54.154"
"566.46","57","14153","16376","54.154"
"567.55","50","14153","16376","54.154"
"568.63","100","14153","16376","54.154"
"569.7","100","14153","16376","54.155"
"570.78","95","14153","16376","54.155"
"571.87","83","14153","16376","54.155"
"572.96","100","14153","16376","54.155"
"574.04","78","14153","16376","54.155"
"575.13","100","14153","16376","54.152"
"576.22","88","14153","16376","54.155"
"577.31","100","14153","16376","54.155"
"578.38","56","14153","16376","54.155"
"579.45","78","14153","16376","54.155"
"580.52","97","14153","16376","54.155"
"581.61","89","14153","16376","54.155"
"582.68","100","14153","16376","54.155"
"583.77","100","14153","16376","54.155"
"584.86","58","14153","16376","54.155"
"585.95","63","14153","16376","54.155"
"587.04","100","14153","16376","54.155"
"588.12","63","14153","16376","54.155"
"589.2","72","14153","16376","54.155"
"590.27","58","14153","16376","54.155"
"591.34","100","14153","16376","54.155"
"592.42","81","14153","16376","54.155"
"593.51","95","14153","16376","54.155"
"594.58","64","14153","16376","54.155"
"595.67","97","14153","16376","54.155"
"596.75","88","14153","16376","54.155"
"597.82","100","14153","16376","54.156"
"598.89","94","14153","16376","54.158"
"599.99","100","14153","16376","54.158"
"601.08","100","14153","16376","54.158"
"602.17","56","14153","16376","54.158"
"603.27","55","14153","16376","54.155"
"604.34","100","14153","16376","54.159"
"605.41","71","14153","16376","54.159"
"606.48","49","14153","16376","54.161"
"607.56","69","14153","16376","54.161"
"608.64","100","14153","16376","54.163"
"609.72","100","14153","16376","54.163"
"610.8","100","14153","16376","54.165"
"611.9","87","14153","16376","54.165"
"612.97","56","14153","16376","54.165"
"614.05","54","14153","16376","54.165"
"615.14","8","14153","16376","54.165"
"616.23","100","14153","16376","54.167"
"617.3","100","14153","16376","54.17"
"618.38","100","14153","16376","54.17"
"619.47","68","14153","16376","54.172"
"620.55","100","14153","16376","54.172"
"621.61","75","14153","16376","54.189"
"622.71","73","14153","16376","54.264"
"623.78","58","14153","16376","54.292"
"624.86","100","14153","16376","54.303"
"625.95","87","14153","16376","54.303"
"627.02","54","14153","16376","54.307"
"628.11","100","14153","16376","54.309"
"629.2","98","14153","16376","54.311"
"630.29","68","14153","16376","54.318"
"631.37","56","14153","16376","54.32"
"632.44","100","14153","16376","54.32"
"633.53","57","14153","16376","54.32"
"634.62","93","14153","16376","54.32"
"635.71","100","14153","16376","54.32"
"636.78","100","14153","16376","54.32"
"637.87","100","14153","16376","54.32"
"638.96","57","14153","16376","54.32"
"640.05","100","14153","16376","54.322"
"641.13","100","14153","16376","54.322"
"642.21","81","14153","16376","54.322"
"643.29","100","14153","16376","54.322"
"644.36","100","14153","16376","54.322"
"645.45","55","14153","16376","54.322"
"646.53","90","14153","16376","54.322"
"647.61","95","14153","16376","54.323"
"648.68","100","14153","16376","54.325"
"649.76","100","14153","16376","54.325"
"650.85","94","14153","16376","54.325"
"651.94","56","14153","16376","54.325"
"653.03","64","14153","16376","54.325"
"654.12","90","14153","16376","54.325"
"655.21","100","14153","16376","54.334"
"656.3","54","14153","16376","54.336"
"657.37","96","14153","16376","54.336"
"658.47","60","14153","16376","54.336"
"659.55","25","14153","16376","54.337"
"660.63","100","14153","16376","54.339"
"661.72","100","14153","16376","54.339"
"662.81","100","14153","16376","54.339"
"663.9","57","14153","16376","54.339"
"664.99","100","14153","16376","54.339"
"666.05","100","14153","16376","54.339"
"667.14","100","14153","16376","54.339"
"668.23","84","14153","16376","54.339"
"669.32","100","14153","16376","54.339"
"670.41","53","14153","16376","54.339"
"671.49","0","14153","16376","54.342"
"672.57","100","14153","16376","54.342"
"673.65","64","14153","16376","54.342"
"674.74","57","14153","16376","54.342"
"675.82","62","14153","16376","54.342"
"676.91","57","14153","16376","54.342"
"677.99","87","14153","16376","54.342"
"679.06","91","14153","16376","54.342"
"680.13","60","14153","16376","54.342"
"681.22","100","14153","16376","54.342"
"682.31","58","14153","16376","54.342"
"683.4","58","14153","16376","54.343"
"684.49","100","14153","16376","54.343"
"685.56","61","14153","16376","54.343"
"686.65","53","14153","16376","54.343"
"687.74","86","14153","16376","54.343"
"688.83","60","14153","16376","54.343"
"689.89","0","14153","16376","54.345"
"690.98","88","14153","16376","54.345"
"692.07","61","14153","16376","54.345"
"693.16","100","14153","16376","54.345"
"694.25","64","14153","16376","54.345"
"695.33","94","14153","16376","54.345"
"696.42","100","14153","16376","54.345"
"697.5","100","14153","16376","54.345"
"698.59","57","14153","16376","54.345"
"699.68","77","14153","16376","54.345"
"700.76","100","14153","16376","54.345"
"701.83","100","14153","16376","54.346"
"702.91","90","14153","16376","54.346"
"703.98","100","14153","16376","54.346"
"705.07","58","14153","16376","54.346"
"706.16","100","14153","16376","54.346"
"707.24","100","14153","16376","54.343"
"708.31","100","14153","16376","54.346"
"709.38","89","14153","16376","54.346"
"710.47","57","14153","16376","54.346"
"711.55","100","14153","16376","54.346"
"712.62","100","14153","16376","54.346"
"713.69","60","14153","16376","54.376"
"714.77","62","14153","16376","54.463"
"715.86","97","14153","16376","54.5"
"716.95","58","14153","16376","54.513"
"718.02","64","14153","16376","54.515"
"719.11","94","14153","16376","54.515"
"720.19","55","14153","16376","54.52"
"721.28","100","14153","16376","54.533"
"722.36","100","14153","16376","54.533"
"723.44","56","14153","16376","54.538"
"724.52","100","14153","16376","54.54"
"725.61","52","14153","16376","54.54"
"726.68","57","14153","16376","54.54"
"727.75","91","14153","16376","54.54"
"728.84","100","14153","16376","54.543"
"729.93","69","14153","16376","54.543"
"731.01","54","14153","16376","54.543"
"732.1","100","14153","16376","54.543"
"733.17","55","14153","16376","54.543"
"734.24","100","14153","16376","54.543"
"735.32","100","14153","16376","54.543"
"736.39","90","14153","16376","54.543"
"737.46","79","14153","16376","54.543"
"738.55","57","14153","16376","54.543"
"739.62","94","14153","16376","54.543"
"740.69","62","14153","16376","54.543"
"741.77","98","14153","16376","54.544"
"742.84","97","14153","16376","54.544"
"743.91","100","14153","16376","54.544"
"745","57","14153","16376","54.544"
"746.1","100","14153","16376","54.544"
"747.19","100","14153","16376","54.541"
"748.26","100","14153","16376","54.544"
"749.35","72","14153","16376","54.547"
"750.44","62","14153","16376","54.547"
"751.51","100","14153","16376","54.547"
"752.6","53","14153","16376","54.547"
"753.67","27","14153","16376","54.547"
"754.76","100","14153","16376","54.547"
"755.82","90","14153","16376","54.547"
"756.89","100","14153","16376","54.547"
"757.97","51","14153","16376","54.547"
"759.05","100","14153","16376","54.547"
"760.13","100","14153","16376","54.547"
"761.22","74","14153","16376","54.547"
"762.31","83","14153","16376","54.547"
"763.4","55","14153","16376","54.547"
"764.47","91","14153","16376","54.547"
"765.56","70","14153","16376","54.547"
"766.65","100","14153","16376","54.723"
"767.74","100","14153","16376","54.865"
"768.83","56","14153","16376","54.927"
"769.9","74","14153","16376","54.945"
"770.99","56","14153","16376","54.947"
"772.06","83","14153","16376","54.947"
"773.15","54","14153","16376","54.955"
"774.23","0","14153","16376","54.958"
"775.31","6","14153","16376","55.091"
"776.39","10","14153","16376","55.091"
"777.48","0","14153","16376","55.091"
"778.58","89","14155","16376","54.997"
"779.68","16","14185","16376","55.201"
"780.78","56","14185","16376","55.292"
"781.9","41","14185","16376","55.428"
"783.02","24","14185","16376","55.532"
"784.13","22","14185","16376","55.641"
"785.23","58","14185","16376","55.688"
"786.35","34","14185","16376","55.783"
"787.47","41","14185","16376","55.839"
"788.58","38","14185","16376","55.901"
"789.68","28","14185","16376","55.973"
"790.78","34","14185","16376","56.044"
"791.88","56","14185","16376","56.071"
"792.98","30","14185","16376","56.117"
"794.09","56","14185","16376","56.149"
"795.16","30","14185","16376","56.187"
"796.27","47","14185","16376","56.254"
"797.37","25","14185","16376","56.269"
"798.47","38","14185","16376","56.288"
"799.54","0","13851","16376","56.231"
"800.63","0","13851","16376","56.239"
"801.7","0","13851","16376","56.247"
"802.79","13","13851","16376","56.384"
"803.87","0","13851","16376","56.391"
"804.95","1","13851","16376","56.4"
"806.04","3","13851","16376","56.408"
"807.16","44","13857","16376","56.288"
"808.26","21","13857","16376","56.288"
"809.36","44","13857","16376","56.288"
"810.46","33","13857","16376","56.288"
"811.56","38","13857","16376","56.288"
"812.66","27","13857","16376","56.288"
"813.77","57","13857","16376","56.288"
"814.87","20","13857","16376","56.288"
"815.98","33","13857","16376","56.288"
"817.08","15","13857","16376","56.288"
"818.18","47","13857","16376","56.288"
"819.29","29","13857","16376","56.288"
"820.39","50","13857","16376","56.288"
"821.49","35","13857","16376","56.288"
"822.6","24","13857","16376","56.288"
"823.72","57","13857","16376","56.288"
"824.83","23","13857","16376","56.288"
"825.93","48","13857","16376","56.288"
"826.99","1","487","16376","53.656"
"828.08","0","487","16376","44.072"
"829.15","0","487","16376","34.582"
"830.22","1","487","16376","24.967"
"831.28","1","487","16376","15.73"
"832.36","1","487","16376","6.394"
